date,value,numberOfEntries
"2019-06-08 06:45:00",0.0504661,151
"2019-06-08 06:50:00",0.0174555,116
"2019-06-08 06:55:00",0.0143552,604
"2019-06-08 07:00:00",0.0119709,112
"2019-06-08 07:05:00",0.0136028,39
"2019-06-08 07:10:00",0.0135181,106
"2019-06-08 07:15:00",0.0186929,43
"2019-06-08 07:20:00",0.015599,141
"2019-06-08 07:25:00",0.0155764,16
"2019-06-08 07:30:00",0.015556,108
"2019-06-08 07:35:00",0.0155779,123
"2019-06-08 07:45:00",0.014528,134
"2019-06-08 07:50:00",0.0152483,14
"2019-06-08 07:55:00",0.0158869,116
"2019-06-08 08:00:00",0.014924,8
"2019-06-08 08:05:00",0.0147586,144
"2019-06-08 08:10:00",0.010987,7
"2019-06-08 08:15:00",0.0139877,142
"2019-06-08 08:20:00",0.0140277,108
"2019-06-08 08:30:00",0.0151381,114
"2019-06-08 08:35:00",0.016284,41
"2019-06-08 08:40:00",0.0172406,101
"2019-06-08 08:45:00",0.0147598,870
"2019-06-08 08:50:00",0.0143348,231
"2019-06-08 08:55:00",0.0160092,138
"2019-06-08 09:00:00",0.323403,13
"2019-06-08 09:05:00",0.0184242,88
"2019-06-08 09:10:00",0.0850078,108
"2019-06-08 09:15:00",0.0140023,116
"2019-06-08 09:20:00",0.0510214,241
"2019-06-08 09:25:00",0.0151008,137
"2019-06-08 09:30:00",0.0678924,65
"2019-06-08 09:35:00",0.0139764,31
"2019-06-08 09:40:00",0.512382,297
"2019-06-08 09:45:00",0.319828,1058
"2019-06-08 09:50:00",0.0151264,14
"2019-06-08 09:55:00",0.014443,143
"2019-06-08 10:00:00",0.0184808,7
"2019-06-08 10:05:00",0.016267,130
"2019-06-08 10:10:00",0.0150302,104
"2019-06-08 10:15:00",0.0156366,73
"2019-06-08 10:20:00",0.0149206,84
"2019-06-08 10:25:00",0.0149626,301
"2019-06-08 10:30:00",0.0132039,44
"2019-06-08 10:35:00",0.0139416,356
"2019-06-08 10:40:00",0.0136951,166
"2019-06-08 10:45:00",0.0276242,332
"2019-06-08 10:50:00",0.0122964,123
"2019-06-08 10:55:00",0.0138792,127
"2019-06-08 11:00:00",0.014507,168
"2019-06-08 11:05:00",0.0194535,13
"2019-06-08 11:10:00",0.0141684,148
"2019-06-08 11:15:00",0.0138641,212
"2019-06-08 11:20:00",0.0135229,71
"2019-06-08 11:25:00",0.0148197,94
"2019-06-08 11:30:00",0.22264,14
"2019-06-08 11:35:00",0.0142125,163
"2019-06-08 11:40:00",0.0368461,149
"2019-06-08 11:45:00",0.0815123,72
"2019-06-08 11:50:00",0.0429878,120
"2019-06-08 11:55:00",0.0147946,211
"2019-06-08 12:00:00",0.0825854,55
"2019-06-08 12:05:00",0.0148772,71
"2019-06-08 12:10:00",0.0331331,151
"2019-06-08 12:15:00",0.0143146,54
"2019-06-08 12:20:00",0.796663,742
"2019-06-08 12:25:00",0.014528,237
"2019-06-08 12:30:00",0.0358386,227
"2019-06-08 12:35:00",0.497908,215
"2019-06-08 12:40:00",0.409712,772
"2019-06-08 12:45:00",0.0232818,1002
"2019-06-08 12:50:00",0.234217,382
"2019-06-08 12:55:00",0.0453888,431
"2019-06-08 13:00:00",0.0227602,504
"2019-06-08 13:05:00",0.295354,1715
"2019-06-08 13:10:00",0.824719,670
"2019-06-08 13:15:00",1.03758,1643
"2019-06-08 13:20:00",0.0387203,540
"2019-06-08 13:25:00",0.0168115,932
"2019-06-08 13:30:00",0.0179552,152
"2019-06-08 13:35:00",0.0155072,190
"2019-06-08 13:40:00",0.0164992,287
"2019-06-08 13:45:00",0.0467899,181
"2019-06-08 13:50:00",0.64624,530
"2019-06-08 13:55:00",0.0221922,661
"2019-06-08 14:00:00",0.0243355,248
"2019-06-08 14:05:00",0.018944,160
"2019-06-08 14:10:00",0.03765,288
"2019-06-08 14:15:00",0.0182924,835
"2019-06-08 14:20:00",0.0584838,135
"2019-06-08 14:25:00",0.0150861,286
"2019-06-08 14:30:00",0.0238595,507
"2019-06-08 14:35:00",0.101871,76
"2019-06-08 14:40:00",0.0186222,197
"2019-06-08 14:45:00",0.028316,169
"2019-06-08 14:50:00",0.15502,87
"2019-06-08 14:55:00",0.0167239,182
"2019-06-08 15:00:00",0.0174818,136
"2019-06-08 15:05:00",0.0192808,30
"2019-06-08 15:10:00",0.0183948,133
"2019-06-08 15:15:00",0.0184423,67
"2019-06-08 15:20:00",0.0159297,35
"2019-06-08 15:25:00",0.0166809,333
"2019-06-08 15:30:00",0.0176866,301
"2019-06-08 15:35:00",0.683289,1269
"2019-06-08 15:40:00",0.312278,1557
"2019-06-08 15:45:00",0.0394714,394
"2019-06-08 15:50:00",0.024651,14
"2019-06-08 15:55:00",0.0265171,281
"2019-06-08 16:00:00",0.140339,116
"2019-06-08 16:05:00",0.0369475,148
"2019-06-08 16:10:00",0.12974,134
"2019-06-08 16:15:00",1.08702,2058
"2019-06-08 16:20:00",0.537968,2397
"2019-06-08 16:25:00",0.624949,3128
"2019-06-08 16:30:00",0.575426,1230
"2019-06-08 16:35:00",0.0896598,275
"2019-06-08 16:40:00",0.0933781,305
"2019-06-08 16:45:00",0.0797926,181
"2019-06-08 16:50:00",0.0197454,327
"2019-06-08 16:55:00",0.0221898,742
"2019-06-08 17:00:00",0.0403303,39
"2019-06-08 17:05:00",0.0131542,15
"2019-06-08 17:10:00",0.0339745,183
"2019-06-08 17:15:00",0.014131,71
"2019-06-08 17:20:00",0.0163116,132
"2019-06-08 17:25:00",0.0170875,430
"2019-06-08 17:30:00",0.0154492,158
"2019-06-08 17:35:00",0.0125853,4
"2019-06-08 17:35:00",0.0162639,736
"2019-06-08 17:40:00",0.0148117,159
"2019-06-08 17:45:00",0.00867682,4
"2019-06-08 17:45:00",0.0156708,589
"2019-06-08 17:50:00",0.0165021,120
"2019-06-08 17:55:00",0.0229558,708
"2019-06-08 18:00:00",0.441638,2263
"2019-06-08 18:05:00",0.0312991,1033
"2019-06-08 18:10:00",0.017507,2036
"2019-06-08 18:15:00",0.0167428,243
"2019-06-08 18:20:00",0.0176904,462
"2019-06-08 18:20:00",0.0153514,4
"2019-06-08 18:25:00",0.0162268,275
"2019-06-08 18:30:00",0.0173541,25
"2019-06-08 18:35:00",0.0177544,533
"2019-06-08 18:40:00",0.0171117,471
"2019-06-08 18:45:00",0.014812,276
"2019-06-08 18:55:00",0.0276812,1157
"2019-06-08 19:00:00",0.0684194,317
"2019-06-08 19:05:00",0.019386,175
"2019-06-08 19:10:00",0.0249108,1695
"2019-06-08 19:15:00",0.0173812,507
"2019-06-08 19:20:00",0.577552,2010
"2019-06-08 19:25:00",0.0236438,6981
"2019-06-08 19:25:00",0.0487544,4
"2019-06-08 19:30:00",0.0274802,469
"2019-06-08 19:35:00",0.0240822,202
"2019-06-08 19:35:00",0.00932304,4
"2019-06-08 19:40:00",0.0290123,1238
"2019-06-08 19:40:00",0.0135804,6
"2019-06-08 19:45:00",0.0329434,1398
"2019-06-08 19:50:00",0.0283249,178
"2019-06-08 19:55:00",0.059249,665
"2019-06-08 20:00:00",0.0198885,81
"2019-06-08 20:05:00",0.0541501,2126
"2019-06-08 20:10:00",0.0176998,6948
"2019-06-08 20:15:00",0.0410287,3
"2019-06-08 20:15:00",0.0241091,7251
"2019-06-08 20:20:00",0.178747,3
"2019-06-08 20:20:00",0.0535866,3003
"2019-06-08 20:25:00",0.0310025,393
"2019-06-08 20:30:00",0.013004,3
"2019-06-08 20:30:00",0.0280882,2213
"2019-06-08 20:35:00",0.0553755,5271
"2019-06-08 20:40:00",0.0428152,1252
"2019-06-08 20:45:00",0.0696063,2593
"2019-06-08 20:50:00",0.0317616,4757
"2019-06-08 20:55:00",0.0187988,4591
"2019-06-08 21:00:00",0.761479,914
"2019-06-08 21:05:00",1.9708,1928
"2019-06-08 21:10:00",2.87442,2688
"2019-06-08 21:15:00",2.76852,3230
"2019-06-08 21:20:00",2.40101,2963
"2019-06-08 21:25:00",0.430422,4527
"2019-06-08 21:30:00",0.720403,1842
"2019-06-08 21:35:00",0.538674,1135
"2019-06-08 21:40:00",1.3816,2549
"2019-06-08 21:45:00",0.69232,1795
"2019-06-08 21:50:00",0.718764,1844
"2019-06-08 21:55:00",1.04417,1644
"2019-06-08 22:00:00",0.984491,1446
"2019-06-08 22:05:00",1.44666,1352
"2019-06-08 22:10:00",1.69061,1408
"2019-06-08 22:15:00",1.21974,1585
"2019-06-08 22:20:00",0.536279,3804
"2019-06-08 22:25:00",0.778254,2156
"2019-06-08 22:30:00",0.647192,1168
"2019-06-08 22:35:00",0.717458,2528
"2019-06-08 22:40:00",0.315744,7194
"2019-06-08 22:45:00",0.495453,1804
"2019-06-08 22:50:00",0.948334,2571
"2019-06-08 22:55:00",0.725391,4755
"2019-06-08 23:00:00",0.180566,2374
"2019-06-08 23:05:00",0.043363,681
"2019-06-08 23:10:00",0.11154,1598
"2019-06-08 23:15:00",0.0788019,643
"2019-06-08 23:20:00",0.981381,1723
"2019-06-08 23:25:00",0.59347,1586
"2019-06-08 23:30:00",0.654949,2750
"2019-06-08 23:35:00",0.784491,1089
"2019-06-08 23:40:00",1.03744,2392
"2019-06-08 23:45:00",0.999688,1548
"2019-06-08 23:50:00",0.616789,1520
"2019-06-08 23:55:00",0.788813,2368
"2019-06-09 00:00:00",0.371628,3084
"2019-06-09 00:05:00",0.238158,1795
"2019-06-09 00:10:00",0.570787,1933
"2019-06-09 00:15:00",0.131632,894
"2019-06-09 00:20:00",0.201372,1070
"2019-06-09 00:25:00",0.590491,5139
"2019-06-09 00:30:00",0.243553,901
"2019-06-09 00:35:00",0.299276,1062
"2019-06-09 00:40:00",0.425134,1074
"2019-06-09 00:45:00",0.255279,1929
"2019-06-09 00:50:00",0.276345,1380
"2019-06-09 00:55:00",0.454208,9219
"2019-06-09 01:00:00",0.43525,11928
"2019-06-09 01:05:00",0.0563305,6109
"2019-06-09 01:10:00",0.222949,10771
"2019-06-09 01:15:00",0.0366251,5725
"2019-06-09 01:20:00",0.361545,6213
"2019-06-09 01:25:00",0.272288,7364
"2019-06-09 01:30:00",0.178275,6844
"2019-06-09 01:35:00",0.190189,6610
"2019-06-09 01:40:00",0.0640417,5971
"2019-06-09 01:45:00",0.494337,8689
"2019-06-09 01:50:00",0.446908,6546
"2019-06-09 01:55:00",0.127297,5800
"2019-06-09 02:00:00",0.271605,7876
"2019-06-09 02:05:00",0.391785,7148
"2019-06-09 02:10:00",0.188411,6431
"2019-06-09 02:15:00",0.562874,7948
"2019-06-09 02:20:00",1.4334,6010
"2019-06-09 02:25:00",1.0113,6978
"2019-06-09 02:30:00",0.899846,7599
"2019-06-09 02:35:00",0.300464,9810
"2019-06-09 02:40:00",0.401013,8821
"2019-06-09 02:45:00",0.426065,7429
"2019-06-09 02:50:00",0.515978,8636
"2019-06-09 02:55:00",0.243158,5384
"2019-06-09 03:00:00",0.301646,9756
"2019-06-09 03:05:00",0.129808,7466
"2019-06-09 03:10:00",0.0888105,5824
"2019-06-09 03:15:00",0.301215,13240
"2019-06-09 03:20:00",0.170081,5909
"2019-06-09 03:25:00",0.0690037,5168
"2019-06-09 03:30:00",0.0774877,3944
"2019-06-09 03:35:00",0.0676316,3986
"2019-06-09 03:40:00",0.0425372,3799
"2019-06-09 03:45:00",0.0437242,4475
"2019-06-09 03:50:00",0.044521,3543
"2019-06-09 03:55:00",0.334045,7296
"2019-06-09 04:00:00",0.0763529,5622
"2019-06-09 04:05:00",0.052314,5910
"2019-06-09 04:10:00",0.140876,6111
"2019-06-09 04:15:00",0.436371,12480
"2019-06-09 04:20:00",0.410225,3507
"2019-06-09 04:25:00",1.93091,5188
"2019-06-09 04:30:00",2.80816,4796
"2019-06-09 04:35:00",2.4188,3111
"2019-06-09 04:40:00",2.58331,2320
"2019-06-09 04:45:00",1.99344,881
"2019-06-09 04:50:00",0.291504,8116
"2019-06-09 04:55:00",0.0154574,1350
"2019-06-09 05:00:00",0.0188098,2017
"2019-06-09 05:05:00",0.447939,1401
"2019-06-09 05:10:00",0.0387697,4
"2019-06-09 05:10:00",0.0184066,949
"2019-06-09 05:15:00",0.0165247,245
"2019-06-09 05:20:00",0.01903,261
"2019-06-09 05:25:00",0.0297311,5
"2019-06-09 05:25:00",0.0170324,620
"2019-06-09 05:30:00",0.0156412,471
"2019-06-09 05:35:00",0.0167783,3
"2019-06-09 05:35:00",0.0178937,452
"2019-06-09 05:40:00",0.0169682,914
"2019-06-09 05:45:00",0.0166194,56
"2019-06-09 05:45:00",0.0129159,5
"2019-06-09 05:50:00",0.0179214,166
"2019-06-09 05:55:00",0.0159817,968
"2019-06-09 06:00:00",0.0163831,690
"2019-06-09 06:05:00",0.0148719,451
"2019-06-09 06:10:00",0.0156931,131
"2019-06-09 06:15:00",0.016248,523
"2019-06-09 06:25:00",0.0158558,469
"2019-06-09 06:30:00",0.0159269,405
"2019-06-09 06:35:00",0.0154015,152
"2019-06-09 06:40:00",0.0160224,555
"2019-06-09 06:50:00",0.0159646,552
"2019-06-09 06:55:00",0.016397,206
"2019-06-09 07:00:00",0.017335,1919
"2019-06-09 07:00:00",0.0267525,3
"2019-06-09 07:05:00",0.0159324,79
"2019-06-09 07:10:00",0.0168153,577
"2019-06-09 07:15:00",0.0165256,249
"2019-06-09 07:20:00",0.0178023,359
"2019-06-09 07:25:00",0.0164457,496
"2019-06-09 07:35:00",0.017216,461
"2019-06-09 07:40:00",0.0163314,294
"2019-06-09 07:45:00",0.0165946,385
"2019-06-09 07:55:00",0.0172739,444
"2019-06-09 08:00:00",0.0133231,28
"2019-06-09 08:05:00",0.0161671,402
"2019-06-09 08:10:00",0.0177498,592
"2019-06-09 08:20:00",0.018011,387
"2019-06-09 08:25:00",0.0183675,54
"2019-06-09 08:30:00",0.0167295,679
"2019-06-09 08:35:00",0.0170234,33
"2019-06-09 08:40:00",0.01746,591
"2019-06-09 08:45:00",0.0166004,2514
"2019-06-09 08:50:00",0.0164257,761
"2019-06-09 08:55:00",0.0164813,760
"2019-06-09 09:00:00",0.0338507,1181
"2019-06-09 09:05:00",0.016933,190
"2019-06-09 09:10:00",0.0359848,834
"2019-06-09 09:15:00",0.0372634,908
"2019-06-09 09:20:00",0.0168855,1073
"2019-06-09 09:25:00",0.0167639,418
"2019-06-09 09:30:00",0.125787,8781
"2019-06-09 09:35:00",0.0254106,358
"2019-06-09 09:40:00",0.0237849,540
"2019-06-09 09:45:00",0.0224573,519
"2019-06-09 09:50:00",0.0206861,532
"2019-06-09 09:55:00",0.0195546,1364
"2019-06-09 10:00:00",0.0202279,793
"2019-06-09 10:05:00",0.071372,702
"2019-06-09 10:10:00",0.0219913,756
"2019-06-09 10:15:00",0.0197056,790
"2019-06-09 10:20:00",0.0186994,742
"2019-06-09 10:25:00",0.0179928,568
"2019-06-09 10:30:00",0.0607993,650
"2019-06-09 10:35:00",0.0186777,1131
"2019-06-09 10:40:00",0.0203114,816
"2019-06-09 10:45:00",0.0223919,881
"2019-06-09 10:50:00",0.0217177,616
"2019-06-09 10:55:00",0.0213253,645
"2019-06-09 11:00:00",0.0222841,728
"2019-06-09 11:05:00",0.0212156,1079
"2019-06-09 11:10:00",0.0232224,235
"2019-06-09 11:15:00",0.0212565,595
"2019-06-09 11:20:00",0.0226897,896
"2019-06-09 11:25:00",0.0182443,702
"2019-06-09 11:30:00",0.04711,918
"2019-06-09 11:35:00",0.0162757,578
"2019-06-09 11:40:00",0.0644031,599
"2019-06-09 11:45:00",0.0173977,924
"2019-06-09 11:50:00",0.0387154,1124
"2019-06-09 11:55:00",0.0486825,858
"2019-06-09 11:55:00",0.0486825,858
"2019-06-09 12:00:00",0.422569,3411
"2019-06-09 12:00:00",0.422569,3411
"2019-06-09 12:05:00",0.196189,8273
"2019-06-09 12:05:00",0.196189,8273
"2019-06-09 12:10:00",0.200925,3584
"2019-06-09 12:15:00",0.0259826,692
"2019-06-09 12:20:00",0.116121,1067
"2019-06-09 12:25:00",0.186005,488
"2019-06-09 12:30:00",0.300727,2232
"2019-06-09 12:40:00",0.0496108,693
"2019-06-09 12:45:00",0.262419,3210
"2019-06-09 12:45:00",0.262419,3210
"2019-06-09 12:50:00",0.241761,6069
"2019-06-09 12:55:00",0.40357,2593
"2019-06-09 13:00:00",0.975596,4650
"2019-06-09 13:00:00",0.975596,4650
"2019-06-09 13:05:00",2.03992,5092
"2019-06-09 13:10:00",5.54786,7067
"2019-06-09 13:10:00",5.54786,7067
"2019-06-09 13:15:00",6.47712,3474
"2019-06-09 13:20:00",4.56616,3
"2019-06-09 13:20:00",4.61739,2236
"2019-06-09 13:20:00",4.56616,3
"2019-06-09 13:25:00",3.0336,3966
"2019-06-09 13:25:00",21.6596,4
"2019-06-09 13:25:00",21.6596,4
"2019-06-09 13:25:00",3.0336,3966
"2019-06-09 13:30:00",2.56149,8934
"2019-06-09 13:30:00",2.56149,8934
"2019-06-09 13:35:00",5.39919,6127
"2019-06-09 13:35:00",13.0136,3
"2019-06-09 13:35:00",13.0136,3
"2019-06-09 13:40:00",4.13615,5161
"2019-06-09 13:40:00",4.13615,5161
"2019-06-09 13:45:00",6.73264,3919
"2019-06-09 13:50:00",6.74189,2932
"2019-06-09 13:50:00",6.74189,2932
"2019-06-09 13:55:00",1.65084,6473
"2019-06-09 13:55:00",1.65084,6473
"2019-06-09 14:00:00",0.768172,9518
"2019-06-09 14:00:00",0.768172,9518
"2019-06-09 14:05:00",0.0171457,10036
"2019-06-09 14:05:00",0.0171457,10036
"2019-06-09 14:10:00",0.0175718,10167
"2019-06-09 14:10:00",0.0175718,10167
"2019-06-09 14:15:00",0.419523,7596
"2019-06-09 14:15:00",0.419523,7596
"2019-06-09 14:20:00",0.0294247,1801
"2019-06-09 14:20:00",0.0294247,1801
"2019-06-09 14:25:00",0.024894,1826
"2019-06-09 14:25:00",0.024894,1826
"2019-06-09 14:30:00",0.0213784,542
"2019-06-09 14:30:00",0.0213784,542
"2019-06-09 14:35:00",0.0592618,963
"2019-06-09 14:35:00",0.0592618,963
"2019-06-09 14:40:00",0.0233505,2120
"2019-06-09 14:40:00",0.0233505,2120
"2019-06-09 14:45:00",1.72066,3608
"2019-06-09 14:45:00",1.72066,3608
"2019-06-09 14:50:00",1.76156,1352
"2019-06-09 14:50:00",1.76156,1352
"2019-06-09 14:55:00",1.61679,2286
"2019-06-09 14:55:00",1.61679,2286
"2019-06-09 15:00:00",1.95592,1594
"2019-06-09 15:00:00",1.95592,1594
"2019-06-09 15:05:00",1.7618,2130
"2019-06-09 15:05:00",1.7618,2130
"2019-06-09 15:10:00",0.987475,2583
"2019-06-09 15:10:00",0.987475,2583
"2019-06-09 15:15:00",0.0264533,1623
"2019-06-09 15:15:00",0.0264533,1623
"2019-06-09 15:20:00",0.0171864,1642
"2019-06-09 15:20:00",0.0171864,1642
"2019-06-09 15:25:00",0.0188337,989
"2019-06-09 15:25:00",0.0188337,989
"2019-06-09 15:30:00",0.0159217,759
"2019-06-09 15:30:00",0.0159217,759
"2019-06-09 15:35:00",0.0216287,805
"2019-06-09 15:35:00",0.0216287,805
"2019-06-09 15:40:00",0.0202212,595
"2019-06-09 15:40:00",0.0202212,595
"2019-06-09 15:45:00",0.0166974,1067
"2019-06-09 15:45:00",0.0166974,1067
"2019-06-09 15:50:00",0.495757,2382
"2019-06-09 15:50:00",0.495757,2382
"2019-06-09 15:55:00",0.0216653,1793
"2019-06-09 15:55:00",0.0124242,3
"2019-06-09 15:55:00",0.0216653,1793
"2019-06-09 15:55:00",0.0124242,3
"2019-06-09 16:00:00",0.0178461,649
"2019-06-09 16:00:00",0.0178461,649
"2019-06-09 16:05:00",0.0203911,1113
"2019-06-09 16:05:00",0.0297533,6
"2019-06-09 16:05:00",0.0203911,1113
"2019-06-09 16:05:00",0.0297533,6
"2019-06-09 16:10:00",0.0248885,2529
"2019-06-09 16:10:00",0.0269027,3
"2019-06-09 16:10:00",0.0269027,3
"2019-06-09 16:10:00",0.0248885,2529
"2019-06-09 16:15:00",0.03944,654
"2019-06-09 16:15:00",0.03944,654
"2019-06-09 16:15:00",0.0111598,3
"2019-06-09 16:15:00",0.0111598,3
"2019-06-09 16:20:00",0.0228005,671
"2019-06-09 16:20:00",0.0228005,671
"2019-06-09 16:25:00",0.0160952,1228
"2019-06-09 16:25:00",0.0160952,1228
"2019-06-09 16:30:00",0.0324308,3
"2019-06-09 16:30:00",0.0324308,3
"2019-06-09 16:30:00",0.0259982,1424
"2019-06-09 16:30:00",0.0259982,1424
"2019-06-09 16:35:00",0.348419,3588
"2019-06-09 16:35:00",0.348419,3588
"2019-06-09 16:40:00",0.0181748,926
"2019-06-09 16:40:00",0.0181748,926
"2019-06-09 16:45:00",0.020742,672
"2019-06-09 16:50:00",0.0316382,3
"2019-06-09 16:50:00",0.0160741,672
"2019-06-09 16:55:00",0.0452133,1552
"2019-06-09 17:00:00",0.028917,491
"2019-06-09 17:05:00",0.0179806,564
"2019-06-09 17:10:00",0.0240459,668
"2019-06-09 17:15:00",0.0315068,1007
"2019-06-09 17:20:00",0.0240018,397
"2019-06-09 17:25:00",0.0259297,730
"2019-06-09 17:30:00",0.0240162,650
"2019-06-09 17:35:00",0.0250825,938
"2019-06-09 17:35:00",0.0192184,3
"2019-06-09 17:40:00",0.0154785,207
"2019-06-09 17:45:00",0.0317816,381
"2019-06-09 17:50:00",0.732112,1832
"2019-06-09 17:55:00",1.74261,3072
"2019-06-09 18:00:00",1.25407,2065
"2019-06-09 18:05:00",2.16071,2205
"2019-06-09 18:10:00",2.47241,3731
"2019-06-09 18:15:00",2.09317,3486
"2019-06-09 18:20:00",0.0596541,3
"2019-06-09 18:20:00",0.2592,1185
"2019-06-09 18:25:00",0.0182724,1592
"2019-06-09 18:30:00",0.387036,5336
"2019-06-09 18:35:00",0.0672836,2575
"2019-06-09 18:40:00",0.0216352,3
"2019-06-09 18:40:00",0.236256,3280
"2019-06-09 18:45:00",0.0157868,1897
"2019-06-09 18:50:00",0.00781225,3
"2019-06-09 18:50:00",0.0176572,2066
"2019-06-09 18:55:00",0.0170941,2152
"2019-06-09 19:00:00",0.0244986,1644
"2019-06-09 19:05:00",0.0177152,3517
"2019-06-09 19:10:00",0.257651,2589
"2019-06-09 19:15:00",0.0165066,1424
"2019-06-09 19:20:00",0.0291429,1070
"2019-06-09 19:25:00",0.112908,1448
"2019-06-09 19:30:00",0.066326,1690
"2019-06-09 19:35:00",0.049909,1019
"2019-06-09 19:40:00",0.587232,4281
"2019-06-09 19:45:00",0.0763905,2726
"2019-06-09 19:50:00",0.45473,2922
"2019-06-09 19:55:00",1.06723,3992
"2019-06-09 20:00:00",1.14365,3356
"2019-06-09 20:05:00",1.04015,2591
"2019-06-09 20:10:00",0.488864,6876
"2019-06-09 20:15:00",0.236371,10081
"2019-06-09 20:20:00",0.298923,10550
"2019-06-09 20:25:00",0.359514,10986
"2019-06-09 20:30:00",0.182009,10803
"2019-06-09 20:35:00",0.211939,10069
"2019-06-09 20:40:00",0.203909,10125
"2019-06-09 20:45:00",0.807235,12660
"2019-06-09 20:50:00",0.236152,9965
"2019-06-09 20:55:00",0.408978,9544
"2019-06-09 21:00:00",0.475779,9990
"2019-06-09 21:05:00",0.383403,10813
"2019-06-09 21:10:00",0.324587,10038
"2019-06-09 21:15:00",0.405249,10029
"2019-06-09 21:20:00",0.299499,10028
"2019-06-09 21:25:00",0.17592,10498
"2019-06-09 21:30:00",0.624944,11345
"2019-06-09 21:35:00",0.68506,11183
"2019-06-09 21:40:00",0.303292,10794
"2019-06-09 21:45:00",0.0217439,9978
"2019-06-09 21:50:00",0.071861,10111
"2019-06-09 21:55:00",0.161264,10101
"2019-06-09 22:00:00",0.0772994,10084
"2019-06-09 22:05:00",0.237107,10737
"2019-06-09 22:10:00",0.164698,10873
"2019-06-09 22:15:00",0.0735305,10007
"2019-06-09 22:20:00",0.131588,10176
"2019-06-09 22:25:00",0.16039,10231
"2019-06-09 22:30:00",0.334912,11019
"2019-06-09 22:35:00",0.17757,6827
"2019-06-09 22:40:00",0.287589,10613
"2019-06-09 22:45:00",0.227882,11149
"2019-06-09 22:50:00",0.107048,10045
"2019-06-09 22:55:00",0.0692061,10212
"2019-06-09 23:00:00",0.100884,10087
"2019-06-09 23:05:00",0.217947,10036
"2019-06-09 23:10:00",0.127541,10115
"2019-06-09 23:15:00",0.222175,10135
"2019-06-09 23:20:00",0.18326,9997
"2019-06-09 23:25:00",0.166669,10191
"2019-06-09 23:30:00",0.127079,10053
"2019-06-09 23:35:00",0.134529,10038
"2019-06-09 23:40:00",0.767922,10662
"2019-06-09 23:45:00",0.792058,10085
"2019-06-09 23:50:00",0.813854,9937
"2019-06-09 23:55:00",0.862711,10151
"2019-06-10 00:00:00",0.261947,10498
"2019-06-10 00:05:00",0.0964427,10081
"2019-06-10 00:10:00",0.0491922,10001
"2019-06-10 00:15:00",0.022268,9620
"2019-06-10 00:20:00",0.142602,9240
"2019-06-10 00:25:00",0.0316863,10129
"2019-06-10 00:30:00",0.215931,11980
"2019-06-10 00:35:00",0.27451,14075
"2019-06-10 00:40:00",0.129513,12569
"2019-06-10 00:45:00",0.140063,4729
"2019-06-10 00:50:00",0.01607,2004
"2019-06-10 00:55:00",0.0160289,2289
"2019-06-10 01:00:00",0.0147645,1891
"2019-06-10 01:05:00",0.0153115,4024
"2019-06-10 01:10:00",0.0159885,2030
"2019-06-10 01:15:00",0.0176988,2321
"2019-06-10 01:20:00",0.0181024,1597
"2019-06-10 01:25:00",0.0185861,2105
"2019-06-10 01:30:00",0.0173688,2370
"2019-06-10 01:35:00",0.0169367,2580
"2019-06-10 01:40:00",0.0156812,3297
"2019-06-10 01:45:00",0.0156842,2852
"2019-06-10 01:50:00",0.0167932,1370
"2019-06-10 01:55:00",0.0166483,2088
"2019-06-10 02:00:00",0.016153,2111
"2019-06-10 02:05:00",0.0155454,2508
"2019-06-10 02:10:00",0.0159279,1624
"2019-06-10 02:15:00",0.0156822,2087
"2019-06-10 02:20:00",0.015778,1824
"2019-06-10 02:25:00",0.0151269,1897
"2019-06-10 02:30:00",0.0118409,4
"2019-06-10 02:30:00",0.0150253,1982
"2019-06-10 02:35:00",0.0169713,4078
"2019-06-10 02:40:00",0.0179289,2333
"2019-06-10 02:45:00",0.017809,2071
"2019-06-10 02:50:00",0.0179195,1397
"2019-06-10 02:55:00",0.0165715,2169
"2019-06-10 03:00:00",0.0174304,1443
"2019-06-10 03:05:00",0.0171217,1225
"2019-06-10 03:10:00",0.0165449,1459
"2019-06-10 03:15:00",0.0164385,849
"2019-06-10 03:20:00",0.0157967,1150
"2019-06-10 03:25:00",0.0164402,1168
"2019-06-10 03:30:00",0.0163843,2242
"2019-06-10 03:35:00",0.0167485,576
"2019-06-10 03:40:00",0.0160475,946
"2019-06-10 03:45:00",0.0159724,1255
"2019-06-10 03:50:00",0.0151402,714
"2019-06-10 03:55:00",0.0159198,1321
"2019-06-10 04:00:00",0.0158086,1341
"2019-06-10 04:05:00",0.0157235,1321
"2019-06-10 04:10:00",0.0157079,1994
"2019-06-10 04:15:00",0.0161769,1627
"2019-06-10 04:20:00",0.0160994,960
"2019-06-10 04:25:00",0.0148939,1152
"2019-06-10 04:30:00",0.016,3832
"2019-06-10 04:35:00",0.0155692,915
"2019-06-10 04:40:00",0.015815,1768
"2019-06-10 04:45:00",0.0159756,1127
"2019-06-10 04:50:00",0.0159607,1673
"2019-06-10 04:55:00",0.0155935,1369
"2019-06-10 05:00:00",0.0154568,1336
"2019-06-10 05:05:00",0.0149315,1264
"2019-06-10 05:10:00",0.0158822,1294
"2019-06-10 05:15:00",0.0157827,1709
"2019-06-10 05:20:00",0.0156182,1208
"2019-06-10 05:25:00",0.0159793,981
